פרשת עיר הדמים	{{דף פרשה|יחזקאל|כב|א|פרק כג|}}
פרשת סמך	{{דף פרשה|יחזקאל|כד|א|פרק כד|}}
פרשת בני עמון	{{דף פרשה|יחזקאל|כה|א|פרק כה|}}
פרשת צור	{{דף פרשה|יחזקאל|כו|א|פרק כח|}}
פרשת על פרעה	{{דף פרשה|יחזקאל|כט|א|פרק ל|}}
פרשת אל פרעה	{{דף פרשה|יחזקאל|לא|א|פרק לב|}}
פרשת לצופה	{{דף פרשה|יחזקאל|לג|א|פרק לג|}}
פרשת רועי ישראל	{{דף פרשה|יחזקאל|לד|א|פרק לד|}}
פרשת הר שעיר	{{דף פרשה|יחזקאל|לה|א|פרק לו|}}
פרשת בתוך הבקעה	{{דף פרשה|יחזקאל|לז|א|פרק לז|}}
פרשת גוג	{{דף פרשה|יחזקאל|לח|א|פרק לט|}}
פרשת ארץ ישראל	{{דף פרשה|יחזקאל|מ|א|פרק מ|}}
פרשת ההיכל	{{דף פרשה|יחזקאל|מא|א|מג|יב}}
פרשת המזבח	{{דף פרשה|יחזקאל|מג|יג|מד|יד}}
פרשת בני צדוק	{{דף פרשה|יחזקאל|מד|טו|מה|יז}}
פרשת וחיטאת	{{דף פרשה|יחזקאל|מה|יח|מז|יב}}
פרשת גבול	{{דף פרשה|יחזקאל|מז|יג|פרק מח|}}
פרשת הושע	{{דף פרשה|הושע|א|א|פרק ג|}}
פרשת ריב	{{דף פרשה|הושע|ד|א|פרק ו|}}
פרשת כרפאי	{{דף פרשה|הושע|ז|א|פרק ט|}}
פרשת גפן בוקק	{{דף פרשה|הושע|י|א|פרק יד|}}
פרשת יואל	{{דף פרשה|יואל|א|א|פרק ב|}}
פרשת רוחי	{{דף פרשה|יואל|ג|א|פרק ד|}}
פרשת עמוס	{{דף פרשה|עמוס|א|א|פרק ג|}}
פרשת פרות הבשן	{{דף פרשה|עמוס|ד|א|פרק ו|}}
פרשת הראני	{{דף פרשה|עמוס|ז|א|פרק ט|}}
פרשת עובדיה	{{דף פרשה|עובדיה|א|א|פרק א|}}
פרשת יונה	{{דף פרשה|יונה|א|א|פרק ד|}}
פרשת מיכה	{{דף פרשה|מיכה|א|א|ד|ז}}
פרשת מגדל עדר	{{דף פרשה|מיכה|ד|ח|פרק ז|}}
פרשת נחום	{{דף פרשה|נחום|א|א|פרק ג|}}
פרשת חבקוק	{{דף פרשה|חבקוק|א|א|פרק ג|}}
פרשת צפניה	{{דף פרשה|צפניה|א|א|פרק ג|}}
פרשת חגי	{{דף פרשה|חגי|א|א|פרק ב|}}
פרשת זכריה	{{דף פרשה|זכריה|א|א|ב|יג}}
פרשת ושכנתי	{{דף פרשה|זכריה|ב|יד|פרק ו|}}
פרשת בית אל	{{דף פרשה|זכריה|ז|א|ט|ח}}
פרשת גילי מאד	{{דף פרשה|זכריה|ט|ט|פרק יא|}}
פרשת סף רעל	{{דף פרשה|זכריה|יב|א|פרק יד|}}
פרשת מלאכי	{{דף פרשה|מלאכי|א|א|פרק ג|}}
פרשת אדם	{{דף פרשה|דברי הימים א|א|א|ב|ב}}
פרשת ויתחזק שלמה	{{דף פרשה|דברי הימים ב|א|א|פרק ב|}}
פרשת בני יהודה	{{דף פרשה|דברי הימים א|ב|ג|ד|כג}}
פרשת ויחל שלמה	{{דף פרשה|דברי הימים ב|ג|א|ה|א}}
פרשת בני שמעון	{{דף פרשה|דברי הימים א|ד|כד|ה|כו}}
פרשת יקהל שלמה	{{דף פרשה|דברי הימים ב|ה|ב|פרק ז|}}
פרשת בני לוי	{{דף פרשה|דברי הימים א|ה|כז|פרק ו|}}
פרשת בני יששכר	{{דף פרשה|דברי הימים א|ז|א|פרק ז|}}
פרשת ובנימין הוליד	{{דף פרשה|דברי הימים א|ח|א|ט|לד}}
פרשת בנה שלמה	{{דף פרשה|דברי הימים ב|ח|א|פרק ט|}}
פרשת ובגבעון ישבו	{{דף פרשה|דברי הימים א|ט|לה|פרק י|}}
פרשת וילך רחבעם	{{דף פרשה|דברי הימים ב|י|א|פרק יא|}}
פרשת ראשי הגיבורים	{{דף פרשה|דברי הימים א|יא|א|פרק יב|}}
פרשת מלכות רחבעם	{{דף פרשה|דברי הימים ב|יב|א|פרק יג|}}
פרשת וייוועץ דויד	{{דף פרשה|דברי הימים א|יג|א|טז|ג}}
פרשת אסא	{{דף פרשה|דברי הימים ב|יד|א|פרק טז|}}
פרשת ארון	{{דף פרשה|דברי הימים א|טז|ד|פרק יז|}}
פרשת וימלך יהושפט	{{דף פרשה|דברי הימים ב|יז|א|פרק יח|}}
פרשת ויך דויד	{{דף פרשה|דברי הימים א|יח|א|כב|א}}
פרשת וישב יהושפט	{{דף פרשה|דברי הימים ב|יט|א|פרק כ|}}
פרשת יהורם	{{דף פרשה|דברי הימים ב|כא|א|פרק כג|}}
פרשת לכנוס	{{דף פרשה|דברי הימים א|כב|ב|פרק כג|}}
פרשת בני אהרן	{{דף פרשה|דברי הימים א|כד|א|פרק כד|}}
פרשת יואש	{{דף פרשה|דברי הימים ב|כד|א|פרק כה|}}
פרשת בני אסף	{{דף פרשה|דברי הימים א|כה|א|פרק כו|}}
פרשת עוזיהו	{{דף פרשה|דברי הימים ב|כו|א|פרק כח|}}
פרשת בני ישראל	{{דף פרשה|דברי הימים א|כז|א|פרק כז|}}
פרשת ויקהל דויד	{{דף פרשה|דברי הימים א|כח|א|פרק כח|}}
פרשת ויאמר דויד	{{דף פרשה|דברי הימים א|כט|א|פרק כט|}}
פרשת יחזקיהו	{{דף פרשה|דברי הימים ב|כט|א|פרק לא|}}
פרשת סנחריב	{{דף פרשה|דברי הימים ב|לב|א|פרק לג|}}
פרשת יאשיהו ב	{{דף פרשה|דברי הימים ב|לד|א|פרק לה|}}
פרשת יהואחז ב	{{דף פרשה|דברי הימים ב|לו|א|פרק לו|}}
פרשת אשרי	{{דף פרשה|תהילים|א|א|פרק ח|}}
פרשת מות לבן	{{דף פרשה|תהילים|ט|א|פרק יז|}}
פרשת ביום הציל	{{דף פרשה|תהילים|יח|א|פרק כג|}}
פרשת הארץ ומלואה	{{דף פרשה|תהילים|כד|א|פרק לא|}}
פרשת נשוי פשע	{{דף פרשה|תהילים|לב|א|פרק לו|}}
פרשת אל תתחר	{{דף פרשה|תהילים|לז|א|פרק מא|}}
פרשת לבני קורח	{{דף פרשה|תהילים|מב|א|פרק מז|}}
פרשת עיר	{{דף פרשה|תהילים|מח|א|פרק נא|}}
פרשת משכיל לדוד	{{דף פרשה|תהילים|נב|א|פרק נה|}}
פרשת מכתם	{{דף פרשה|תהילים|נו|א|פרק סב|}}
פרשת במדבר יהודה	{{דף פרשה|תהילים|סג|א|פרק סח|}}
פרשת מים עד נפש	{{דף פרשה|תהילים|סט|א|פרק עב|}}
פרשת לאסף	{{דף פרשה|תהילים|עג|א|פרק עו|}}
פרשת ואצעקה	{{דף פרשה|תהילים|עז|א|פרק עח|}}
פרשת באו גויים	{{דף פרשה|תהילים|עט|א|פרק פג|}}
פרשת מה ידידות	{{דף פרשה|תהילים|פד|א|פרק פט|}}
פרשת למשה	{{דף פרשה|תהילים|צ|א|פרק צד|}}
פרשת לכו נרננה	{{דף פרשה|תהילים|צה|א|פרק קב|}}
פרשת ברכי נפשי	{{דף פרשה|תהילים|קג|א|פרק קו|}}
פרשת הודו	{{דף פרשה|תהילים|קז|א|פרק קי|}}
פרשת הללויה	{{דף פרשה|תהילים|קיא|א|פרק קיח|}}
פרשת תורת ה'	{{דף פרשה|תהילים|קיט|א|פרק קיט|}}
פרשת שיר המעלות	{{דף פרשה|תהילים|קכ|א|פרק קלה|}}
פרשת כי לעולם חסדו	{{דף פרשה|תהילים|קלו|א|פרק קמא|}}
פרשת במערה תפילה	{{דף פרשה|תהילים|קמב|א|פרק קנ|}}
פרשת איוב	{{דף פרשה|איוב|א|א|פרק ג|}}
פרשת אליפז א	{{דף פרשה|איוב|ד|א|פרק ז|}}
פרשת בלדד א	{{דף פרשה|איוב|ח|א|פרק י|}}
פרשת צופר א	{{דף פרשה|איוב|יא|א|פרק יד|}}
פרשת אליפז ב	{{דף פרשה|איוב|טו|א|פרק יז|}}
פרשת בלדד ב	{{דף פרשה|איוב|יח|א|פרק יט|}}
פרשת צופר ב	{{דף פרשה|איוב|כ|א|פרק כא|}}
פרשת אליפז ג	{{דף פרשה|איוב|כב|א|פרק כד|}}
פרשת בלדד ג	{{דף פרשה|איוב|כה|א|פרק כו|}}
פרשת ויוסף איוב	{{דף פרשה|איוב|כז|א|פרק לא|}}
פרשת אליהוא	{{דף פרשה|איוב|לב|א|פרק לז|}}
פרשת מן הסערה א	{{דף פרשה|איוב|לח|א|פרק לט|}}
פרשת מן הסערה ב	{{דף פרשה|איוב|מ|א|פרק מב|}}
פרשת משלי שלמה	{{דף פרשה|משלי|א|א|פרק ג|}}
פרשת שמעו בנים	{{דף פרשה|משלי|ד|א|פרק ו|}}
פרשת בני שמור אמרי	{{דף פרשה|משלי|ז|א|פרק ט|}}
פרשת בן חכם ישמח אב	{{דף פרשה|משלי|י|א|פרק יב|}}
פרשת בן חכם מוסר אב	{{דף פרשה|משלי|יג|א|פרק טו|}}
פרשת מערכי לב	{{דף פרשה|משלי|טז|א|פרק יח|}}
פרשת טוב רש	{{דף פרשה|משלי|יט|א|פרק כא|}}
פרשת דברי חכמים	{{דף פרשה|משלי|כב|א|פרק כד|}}
פרשת גם אלה	{{דף פרשה|משלי|כה|א|פרק כז|}}
פרשת נסו	{{דף פרשה|משלי|כח|א|פרק כט|}}
פרשת דברי אגור	{{דף פרשה|משלי|ל|א|פרק לא|}}
פרשת רות	{{דף פרשה|רות|א|א|פרק ד|}}
פרשת שיר השירים	{{דף פרשה|שיר השירים|א|א|פרק ד|}}
פרשת באתי לגני	{{דף פרשה|שיר השירים|ה|א|פרק ח|}}
פרשת קהלת	{{דף פרשה|קהלת|א|א|פרק ו|}}
פרשת טוב שם	{{דף פרשה|קהלת|ז|א|פרק יב|}}
פרשת איכה	{{דף פרשה|איכה|א|א|פרק ה|}}
פרשת אחשורוש	{{דף פרשה|אסתר|א|א|פרק ה|}}
פרשת שנת המלך	{{דף פרשה|אסתר|ו|א|פרק י|}}
פרשת דניאל	{{דף פרשה|דניאל|א|א|פרק א|}}
פרשת חלומות	{{דף פרשה|דניאל|ב|א|ג|ל}}
פרשת אתיא ותמהיא	{{דף פרשה|דניאל|ג|לא|פרק ה|}}
פרשת דריוש	{{דף פרשה|דניאל|ו|א|פרק ז|}}
פרשת חזון	{{דף פרשה|דניאל|ח|א|פרק ט|}}
פרשת דבר נגלה	{{דף פרשה|דניאל|י|א|פרק יב|}}
פרשת נחמיה	{{דף פרשה|נחמיה|א|א|פרק ב|}}
פרשת כורש	{{דף פרשה|עזרא|א|א|פרק ב|}}
פרשת ויבנו	{{דף פרשה|נחמיה|ג|א|פרק ד|}}
פרשת אל ירושלים	{{דף פרשה|עזרא|ג|א|פרק ד|}}
פרשת צעקת העם	{{דף פרשה|נחמיה|ה|א|ז|ד}}
פרשת והתנבי	{{דף פרשה|עזרא|ה|א|פרק ו|}}
פרשת עזרא	{{דף פרשה|עזרא|ז|א|פרק ח|}}
פרשת ספר היחש	{{דף פרשה|נחמיה|ז|ה|פרק ח|}}
פרשת בצום	{{דף פרשה|נחמיה|ט|א|פרק י|}}
פרשת לא נבדלו	{{דף פרשה|עזרא|ט|א|פרק י|}}
פרשת גורלות	{{דף פרשה|נחמיה|יא|א|יב|כו}}
פרשת ובחנוכת	{{דף פרשה|נחמיה|יב|כז|פרק יג|}}
