הפטרת מצורע ספרד	{{דף פרשה|מלכים ב|ז|ג|ז|כ}}
הפטרת ויקהל ספרד	{{דף פרשה|מלכים א|ז|יג|ז|כו}}
הפטרת פקודי ספרד	{{דף פרשה|מלכים א|ז|מ|ז|נ}}
הפטרת שבת חנוכה ב ספרד	{{דף פרשה|מלכים א|ז|מ|ז|נ}}
הפטרת סוכות ב ספרד	{{דף פרשה|מלכים א|ח|ב|ח|כא}}
הפטרת שמיני עצרת ספרד	{{דף פרשה|מלכים א|ח|נד|ח|סו}}
הפטרת שבת שקלים ספרד	{{דף פרשה|מלכים ב|יא|יז|יב|יז}}
הפטרת כי תשא ספרד	{{דף פרשה|מלכים א|יח|כ|יח|לט}}
הפטרת פינחס ספרד	{{דף פרשה|מלכים א|יח|מו|יט|כא}}
הפטרת פסח ב ספרד	{{דף פרשה|מלכים ב|כג|א|כג|כה}}
הפטרת דברים ספרד	{{דף פרשה|ישעיהו|א|א|א|כז}}
הפטרת יתרו ספרד	{{דף פרשה|ישעיהו|ו|א|ו|יג}}
הפטרת פסח ח ספרד	{{דף פרשה|ישעיהו|י|לב|יב|ו}}
הפטרת יום העצמאות ספרד	{{דף פרשה|ישעיהו|י|לב|יב|ו}}
הפטרת ואתחנן ספרד	{{דף פרשה|ישעיהו|מ|א|מ|כו}}
הפטרת לך לך ספרד	{{דף פרשה|ישעיהו|מ|כז|מא|טז}}
הפטרת בראשית ספרד	{{דף פרשה|ישעיהו|מב|ה|מב|כא}}
הפטרת ויקרא ספרד	{{דף פרשה|ישעיהו|מג|כא|מד|כג}}
הפטרת עקב ספרד	{{דף פרשה|ישעיהו|מט|יד|נא|ג}}
הפטרת שופטים ספרד	{{דף פרשה|ישעיהו|נא|יב|נב|יב}}
הפטרת נח ספרד	{{דף פרשה|ישעיהו|נד|א|נד|י}}
הפטרת כי תצא ספרד	{{דף פרשה|ישעיהו|נד|א|נד|י}}
הפטרת ראה ספרד	{{דף פרשה|ישעיהו|נד|יא|נה|ה}}
הפטרת תענית ציבור ספרד	{{דף פרשה|ישעיהו|נה|ו|נו|ח}}
הפטרת יום כיפור שחרית ספרד	{{דף פרשה|ישעיהו|נז|יד|נח|יד}}
הפטרת כי תבוא ספרד	{{דף פרשה|ישעיהו|ס|א|ס|כב}}
הפטרת ניצבים ספרד	{{דף פרשה|ישעיהו|סא|י|סג|ט}}
הפטרת ראש חודש ספרד	{{דף פרשה|ישעיהו|סו|א|סו|כד}}
הפטרת שמות ספרד	{{דף פרשה|ירמיהו|א|א|ב|ג}}
הפטרת מטות ספרד	{{דף פרשה|ירמיהו|א|א|ב|ג}}
הפטרת מסעי ספרד	{{דף פרשה|ירמיהו|ב|ד|ד|ב}}
הפטרת צו ספרד	{{דף פרשה|ירמיהו|ז|כא|ח|ג}}
הפטרת תשעה באב שחרית ספרד	{{דף פרשה|ירמיהו|ח|יג|ט|כג}}
הפטרת בחוקותי ספרד	{{דף פרשה|ירמיהו|טז|יט|יז|יד}}
הפטרת ראש השנה ב ספרד	{{דף פרשה|ירמיהו|לא|ב|לא|כ}}
הפטרת בהר ספרד	{{דף פרשה|ירמיהו|לב|ו|לב|כז}}
הפטרת משפטים ספרד	{{דף פרשה|ירמיהו|לד|ח|לד|כב}}
הפטרת בא ספרד	{{דף פרשה|ירמיהו|מו|יג|מו|כח}}
הפטרת שבועות א ספרד	{{דף פרשה|יחזקאל|א|א|ג|יב}}
הפטרת קדושים ספרד	{{דף פרשה|יחזקאל|כ|ב|כ|כ}}
הפטרת אחרי מות ספרד	{{דף פרשה|יחזקאל|כב|א|כב|טז}}
הפטרת וארא ספרד	{{דף פרשה|יחזקאל|כח|כה|כט|כא}}
הפטרת שבת פרה ספרד	{{דף פרשה|יחזקאל|לו|טז|לו|לו}}
הפטרת שבת פסח ספרד	{{דף פרשה|יחזקאל|לז|א|לז|יד}}
הפטרת ויגש ספרד	{{דף פרשה|יחזקאל|לז|טו|לז|כח}}
הפטרת שבת סוכות ספרד	{{דף פרשה|יחזקאל|לח|יח|לט|טז}}
הפטרת תצוה ספרד	{{דף פרשה|יחזקאל|מג|י|מג|כז}}
הפטרת אמור ספרד	{{דף פרשה|יחזקאל|מד|טו|מד|לא}}
הפטרת שבת החודש ספרד	{{דף פרשה|יחזקאל|מה|יח|מו|טו}}
הפטרת במדבר ספרד	{{דף פרשה|הושע|ב|א|ב|כב}}
הפטרת ויצא ספרד	{{דף פרשה|הושע|יא|ז|יג|ה}}
הפטרת וילך ספרד	{{דף פרשה|הושע|יד|ב|יד|י}}
הפטרת וישב ספרד	{{דף פרשה|עמוס|ב|ו|ג|ח}}
הפטרת יום כיפור מנחה ספרד	{{דף פרשה|יונה|א|א|ד|יא}}
הפטרת בלק ספרד	{{דף פרשה|מיכה|ה|ו|ו|ח}}
הפטרת תשעה באב מנחה ספרד	{{דף פרשה|מיכה|ז|יח|ז|כ}}
הפטרת שבועות ב ספרד	{{דף פרשה|חבקוק|ב|כ|ג|יט}}
הפטרת בהעלותך ספרד	{{דף פרשה|זכריה|ב|יד|ד|ז}}
הפטרת שבת חנוכה א ספרד	{{דף פרשה|זכריה|ב|יד|ד|ז}}
הפטרת סוכות א ספרד	{{דף פרשה|זכריה|יד|א|יד|כא}}
הפטרת תולדות ספרד	{{דף פרשה|מלאכי|א|א|ב|ז}}
הפטרת שבת הגדול ספרד	{{דף פרשה|מלאכי|ג|ד|ג|כד}}
פרשת בראשית	{{דף פרשה|בראשית|א|א|ו|ח}}
פרשת נח	{{דף פרשה|בראשית|ו|ט|פרק יא|}}
פרשת לך לך	{{דף פרשה|בראשית|יב|א|פרק יז|}}
פרשת וירא	{{דף פרשה|בראשית|יח|א|פרק כב|}}
פרשת חיי שרה	{{דף פרשה|בראשית|כג|א|כה|יח}}
פרשת תולדות	{{דף פרשה|בראשית|כה|יט|כח|ט}}
פרשת ויצא	{{דף פרשה|בראשית|כח|י|לב|ג}}
פרשת וישלח	{{דף פרשה|בראשית|לב|ד|פרק לו|}}
פרשת וישב	{{דף פרשה|בראשית|לז|א|פרק מ|}}
פרשת מקץ	{{דף פרשה|בראשית|מא|א|מד|יז}}
פרשת ויגש	{{דף פרשה|בראשית|מד|יח|מז|כז}}
פרשת ויחי	{{דף פרשה|בראשית|מז|כח|פרק נ|}}
פרשת שמות	{{דף פרשה|שמות|א|א|ו|א}}
פרשת וארא	{{דף פרשה|שמות|ו|ב|פרק ט|}}
פרשת בא	{{דף פרשה|שמות|י|א|יג|טז}}
פרשת בשלח	{{דף פרשה|שמות|יג|יז|פרק יז|}}
פרשת יתרו	{{דף פרשה|שמות|יח|א|פרק כ|}}
פרשת משפטים	{{דף פרשה|שמות|כא|א|פרק כד|}}
פרשת תרומה	{{דף פרשה|שמות|כה|א|כז|יט}}
פרשת תצוה	{{דף פרשה|שמות|כז|כ|ל|י}}
פרשת כי תשא	{{דף פרשה|שמות|ל|יא|פרק לד|}}
פרשת ויקהל	{{דף פרשה|שמות|לה|א|לח|כ}}
פרשת פקודי	{{דף פרשה|שמות|לח|כא|פרק מ|}}
פרשת ויקרא	{{דף פרשה|ויקרא|א|א|פרק ה|}}
פרשת צו	{{דף פרשה|ויקרא|ו|א|פרק ח|}}
פרשת שמיני	{{דף פרשה|ויקרא|ט|א|פרק יא|}}
פרשת תזריע	{{דף פרשה|ויקרא|יב|א|פרק יג|}}
פרשת מצורע	{{דף פרשה|ויקרא|יד|א|פרק טו|}}
פרשת אחרי	{{דף פרשה|ויקרא|טז|א|פרק יח|}}
פרשת קדושים	{{דף פרשה|ויקרא|יט|א|פרק כ|}}
פרשת אמור	{{דף פרשה|ויקרא|כא|א|פרק כד|}}
פרשת בהר	{{דף פרשה|ויקרא|כה|א|כו|ב}}
פרשת בחוקותי	{{דף פרשה|ויקרא|כו|ג|פרק כז|}}
פרשת במדבר	{{דף פרשה|במדבר|א|א|ד|כ}}
פרשת נשא	{{דף פרשה|במדבר|ד|כא|פרק ז|}}
פרשת בהעלותך	{{דף פרשה|במדבר|ח|א|פרק יב|}}
פרשת שלח	{{דף פרשה|במדבר|יג|א|פרק טו|}}
פרשת קורח	{{דף פרשה|במדבר|טז|א|פרק יח|}}
פרשת חוקת	{{דף פרשה|במדבר|יט|א|כב|א}}
פרשת בלק	{{דף פרשה|במדבר|כב|ב|כה|ט}}
פרשת פינחס	{{דף פרשה|במדבר|כה|י|ל|א}}
פרשת מטות	{{דף פרשה|במדבר|ל|ב|פרק לב|}}
פרשת מסעי	{{דף פרשה|במדבר|לג|א|פרק לו|}}
פרשת דברים	{{דף פרשה|דברים|א|א|ג|כב}}
פרשת ואתחנן	{{דף פרשה|דברים|ג|כג|ז|יא}}
פרשת עקב	{{דף פרשה|דברים|ז|יב|יא|כה}}
פרשת ראה	{{דף פרשה|דברים|יא|כו|טז|יז}}
פרשת שופטים	{{דף פרשה|דברים|טז|יח|כא|ט}}
פרשת כי תצא	{{דף פרשה|דברים|כא|י|פרק כה|}}
פרשת כי תבוא	{{דף פרשה|דברים|כו|א|כט|ח}}
פרשת נצבים	{{דף פרשה|דברים|כט|ט|פרק ל|}}
פרשת וילך	{{דף פרשה|דברים|לא|א|פרק לא|}}
פרשת האזינו	{{דף פרשה|דברים|לב|א|פרק לב|}}
פרשת הברכה	{{דף פרשה|דברים|לג|א|פרק לד|}}
פרשת יהושע	{{דף פרשה|יהושע|א|א|ה|יב}}
פרשת ביריחו	{{דף פרשה|יהושע|ה|יג|ט|ב}}
פרשת גבעון	{{דף פרשה|יהושע|ט|ג|פרק י|}}
פרשת יבין	{{דף פרשה|יהושע|יא|א|יד|ה}}
פרשת כלב בן יפנה	{{דף פרשה|יהושע|יד|ו|פרק יז|}}
פרשת שילה	{{דף פרשה|יהושע|יח|א|פרק כ|}}
פרשת הלויים	{{דף פרשה|יהושע|כא|א|פרק כב|}}
פרשת מימים	{{דף פרשה|יהושע|כג|א|פרק כד|}}
פרשת מי יעלה	{{דף פרשה|שופטים|א|א|פרק ב|}}
פרשת הגויים	{{דף פרשה|שופטים|ג|א|פרק ה|}}
פרשת מדיין	{{דף פרשה|שופטים|ו|א|ח|כח}}
פרשת ירובעל	{{דף פרשה|שופטים|ח|כט|י|ה}}
פרשת ויוסיפו	{{דף פרשה|שופטים|י|ו|פרק יב|}}
פרשת פלשתים	{{דף פרשה|שופטים|יג|א|פרק טז|}}
פרשת מיכיהו	{{דף פרשה|שופטים|יז|א|פרק יח|}}
פרשת פילגש	{{דף פרשה|שופטים|יט|א|פרק כא|}}
פרשת אלקנה	{{דף פרשה|שמואל א|א|א|ג|יח}}
פרשת דוד	{{דף פרשה|שמואל ב|א|א|ג|ה}}
פרשת אבנר	{{דף פרשה|שמואל ב|ג|ו|פרק ה|}}
פרשת שמואל	{{דף פרשה|שמואל א|ג|יט|ז|יד}}
פרשת ויוסף	{{דף פרשה|שמואל ב|ו|א|פרק ח|}}
פרשת וישפוט	{{דף פרשה|שמואל א|ז|טו|פרק י|}}
פרשת חסד	{{דף פרשה|שמואל ב|ט|א|פרק יב|}}
פרשת נחש	{{דף פרשה|שמואל א|יא|א|פרק יב|}}
פרשת שאול	{{דף פרשה|שמואל א|יג|א|פרק טו|}}
פרשת אמנון	{{דף פרשה|שמואל ב|יג|א|פרק יד|}}
פרשת אבשלום	{{דף פרשה|שמואל ב|טו|א|יח|יח}}
פרשת ישי	{{דף פרשה|שמואל א|טז|א|פרק יז|}}
פרשת יהונתן	{{דף פרשה|שמואל א|יח|א|כא|א}}
פרשת ואחימעץ	{{דף פרשה|שמואל ב|יח|יט|כא|יד}}
פרשת נובה	{{דף פרשה|שמואל א|כא|ב|כה|א}}
פרשת מלחמה	{{דף פרשה|שמואל ב|כא|טו|פרק כד|}}
פרשת במעון	{{דף פרשה|שמואל א|כה|ב|כח|ב}}
פרשת האובות	{{דף פרשה|שמואל א|כח|ג|פרק לא|}}
פרשת והמלך	{{דף פרשה|מלכים א|א|א|פרק ב|}}
פרשת בהעלות	{{דף פרשה|מלכים ב|ב|א|ד|לז}}
פרשת שלמה	{{דף פרשה|מלכים א|ג|א|פרק ה|}}
פרשת ואלישע	{{דף פרשה|מלכים ב|ד|לח|ח|ו}}
פרשת הבית	{{דף פרשה|מלכים א|ו|א|פרק ז|}}
פרשת יקהל	{{דף פרשה|מלכים א|ח|א|ט|ט}}
פרשת דמשק	{{דף פרשה|מלכים ב|ח|ז|י|יז}}
פרשת מקצה	{{דף פרשה|מלכים א|ט|י|פרק יא|}}
פרשת יהוא	{{דף פרשה|מלכים ב|י|יח|פרק יג|}}
פרשת רחבעם	{{דף פרשה|מלכים א|יב|א|פרק יד|}}
פרשת אמציהו	{{דף פרשה|מלכים ב|יד|א|טו|לא}}
פרשת אביים	{{דף פרשה|מלכים א|טו|א|פרק טז|}}
פרשת יותם	{{דף פרשה|מלכים ב|טו|לב|פרק יז|}}
פרשת אליהו	{{דף פרשה|מלכים א|יז|א|פרק יט|}}
פרשת חזקיה	{{דף פרשה|מלכים ב|יח|א|פרק יט|}}
פרשת ארם	{{דף פרשה|מלכים א|כ|א|כב|א}}
פרשת חלה	{{דף פרשה|מלכים ב|כ|א|פרק כא|}}
פרשת יאשיהו	{{דף פרשה|מלכים ב|כב|א|כג|ל}}
פרשת יהושפט	{{דף פרשה|מלכים א|כב|ב|פרק כב|}}
פרשת יהואחז	{{דף פרשה|מלכים ב|כג|לא|פרק כה|}}
פרשת ישעיהו	{{דף פרשה|ישעיהו|א|א|פרק א|}}
פרשת בראש ההרים	{{דף פרשה|ישעיהו|ב|א|פרק ד|}}
פרשת לכרמו	{{דף פרשה|ישעיהו|ה|א|פרק ו|}}
פרשת בימי אחז	{{דף פרשה|ישעיהו|ז|א|ט|ו}}
פרשת דבר שלח	{{דף פרשה|ישעיהו|ט|ז|פרק יב|}}
פרשת משא בבל	{{דף פרשה|ישעיהו|יג|א|פרק יד|}}
פרשת משא מואב	{{דף פרשה|ישעיהו|טו|א|פרק כ|}}
פרשת מדבר ים	{{דף פרשה|ישעיהו|כא|א|פרק כג|}}
פרשת בוקק	{{דף פרשה|ישעיהו|כד|א|פרק כז|}}
פרשת הלומי יין	{{דף פרשה|ישעיהו|כח|א|פרק כט|}}
פרשת עצה	{{דף פרשה|ישעיהו|ל|א|לב|ח}}
פרשת נשים שאננות	{{דף פרשה|ישעיהו|לב|ט|פרק לה|}}
פרשת למלך חזקיהו	{{דף פרשה|ישעיהו|לו|א|פרק לט|}}
פרשת נחמו	{{דף פרשה|ישעיהו|מ|א|פרק מא|}}
פרשת עבדי	{{דף פרשה|ישעיהו|מב|א|מד|ה}}
פרשת מלך ישראל	{{דף פרשה|ישעיהו|מד|ו|פרק מו|}}
פרשת בת בבל	{{דף פרשה|ישעיהו|מז|א|פרק מח|}}
פרשת שמעו איים	{{דף פרשה|ישעיהו|מט|א|נא|ג}}
פרשת לאור עמים	{{דף פרשה|ישעיהו|נא|ד|פרק נג|}}
פרשת רוני עקרה	{{דף פרשה|ישעיהו|נד|א|נו|ח}}
פרשת חיתו שדי	{{דף פרשה|ישעיהו|נו|ט|פרק נט|}}
פרשת קומי אורי	{{דף פרשה|ישעיהו|ס|א|סג|ו}}
פרשת חסדי ה'	{{דף פרשה|ישעיהו|סג|ז|פרק סו|}}
פרשת ירמיהו	{{דף פרשה|ירמיהו|א|א|ג|ה}}
פרשת משובה ישראל	{{דף פרשה|ירמיהו|ג|ו|פרק ד|}}
פרשת שוטטו	{{דף פרשה|ירמיהו|ה|א|פרק ו|}}
פרשת בשער בית ה'	{{דף פרשה|ירמיהו|ז|א|ח|יב}}
פרשת אסוף אסיפם	{{דף פרשה|ירמיהו|ח|יג|ט|כא}}
פרשת אל יתהלל	{{דף פרשה|ירמיהו|ט|כב|פרק י|}}
פרשת דברי הברית	{{דף פרשה|ירמיהו|יא|א|פרק יב|}}
פרשת אזור פשתים	{{דף פרשה|ירמיהו|יג|א|פרק יג|}}
פרשת דברי הבצרות	{{דף פרשה|ירמיהו|יד|א|פרק טו|}}
פרשת לא תקח	{{דף פרשה|ירמיהו|טז|א|פרק יז|}}
פרשת בית היוצר	{{דף פרשה|ירמיהו|יח|א|פרק יח|}}
פרשת בקבוק	{{דף פרשה|ירמיהו|יט|א|פרק כ|}}
פרשת דרוש נא	{{דף פרשה|ירמיהו|כא|א|כג|ח}}
פרשת לנביאים	{{דף פרשה|ירמיהו|כג|ט|פרק כד|}}
פרשת עם יהודה	{{דף פרשה|ירמיהו|כה|א|פרק כה|}}
פרשת בחצר בית ה'	{{דף פרשה|ירמיהו|כו|א|פרק כו|}}
פרשת מוסרות ומוטות	{{דף פרשה|ירמיהו|כז|א|פרק כח|}}
פרשת דברי הספר	{{דף פרשה|ירמיהו|כט|א|פרק כט|}}
פרשת כתוב לך	{{דף פרשה|ירמיהו|ל|א|פרק לא|}}
פרשת בחצר המטרה	{{דף פרשה|ירמיהו|לב|א|פרק לב|}}
פרשת גדולות ובצורות	{{דף פרשה|ירמיהו|לג|א|פרק לג|}}
פרשת נלחמים	{{דף פרשה|ירמיהו|לד|א|פרק לה|}}
פרשת מגילת ספר	{{דף פרשה|ירמיהו|לו|א|פרק לו|}}
פרשת צדקיהו	{{דף פרשה|ירמיהו|לז|א|פרק לט|}}
פרשת נבוזראדן	{{דף פרשה|ירמיהו|מ|א|פרק מג|}}
פרשת בארץ מצרים	{{דף פרשה|ירמיהו|מד|א|פרק מה|}}
פרשת על הגויים	{{דף פרשה|ירמיהו|מו|א|פרק מו|}}
פרשת אל פלשתים	{{דף פרשה|ירמיהו|מז|א|פרק מח|}}
פרשת לבני עמון	{{דף פרשה|ירמיהו|מט|א|פרק מט|}}
פרשת אל בבל	{{דף פרשה|ירמיהו|נ|א|פרק נא|}}
פרשת בן עשרים ואחת	{{דף פרשה|ירמיהו|נב|א|פרק נב|}}
פרשת יחזקאל	{{דף פרשה|יחזקאל|א|א|ב|ב}}
פרשת שולח	{{דף פרשה|יחזקאל|ב|ג|פרק ג|}}
פרשת לבנה	{{דף פרשה|יחזקאל|ד|א|פרק ה|}}
פרשת הרי ישראל	{{דף פרשה|יחזקאל|ו|א|פרק ז|}}
פרשת בביתי	{{דף פרשה|יחזקאל|ח|א|פרק ט|}}
פרשת דמות כסא	{{דף פרשה|יחזקאל|י|א|פרק יא|}}
פרשת בית המרי	{{דף פרשה|יחזקאל|יב|א|פרק יב|}}
פרשת נביאי ישראל	{{דף פרשה|יחזקאל|יג|א|יד|יא}}
פרשת כי תחטא	{{דף פרשה|יחזקאל|יד|יב|פרק טו|}}
פרשת מכורותיך	{{דף פרשה|יחזקאל|טז|א|פרק טז|}}
פרשת הנשר	{{דף פרשה|יחזקאל|יז|א|פרק יח|}}
פרשת לביא	{{דף פרשה|יחזקאל|יט|א|פרק יט|}}
פרשת תועבות אבותם	{{דף פרשה|יחזקאל|כ|א|פרק כ|}}
פרשת יער הנגב	{{דף פרשה|יחזקאל|כא|א|פרק כא|}}
