sfr	prq0	psuq0	sof_prq
ישע	מ	26	0
ישע	מ	31	1
ישע	מא	7	0
ישע	מא	13	0
ישע	מא	16	0
ישע	מא	20	0
ישע	מא	24	0
ישע	מא	29	1
ישע	מב	4	0
ישע	מב	9	0
ישע	מב	13	0
ישע	מב	17	0
ישע	מב	25	1
ישע	מג	10	0
ישע	מג	13	0
ישע	מג	15	0
ישע	מג	21	0
ישע	מג	28	1
ישע	מד	5	0
ישע	מד	20	0
ישע	מד	23	0
ישע	מד	28	1
ישע	מה	7	0
ישע	מה	8	0
ישע	מה	9	0
ישע	מה	10	0
ישע	מה	13	0
ישע	מה	17	0
ישע	מה	25	1
ישע	מו	2	0
ישע	מו	4	0
ישע	מו	7	0
ישע	מו	11	0
ישע	מו	13	1
ישע	מז	3	0
ישע	מז	7	0
ישע	מז	15	1
ישע	מח	2	0
ישע	מח	11	0
ישע	מח	16	0
ישע	מח	19	0
ישע	מח	22	1
ישע	מט	4	0
ישע	מט	6	0
ישע	מט	7	0
ישע	מט	13	0
ישע	מט	21	0
ישע	מט	23	0
ישע	מט	24	0
ישע	מט	26	1
ישע	נ	3	0
ישע	נ	9	0
ישע	נ	10	0
ישע	נ	11	1
ישע	נא	3	0
ישע	נא	6	0
ישע	נא	8	0
ישע	נא	11	0
ישע	נא	16	0
ישע	נא	21	0
ישע	נא	23	1
ישע	נב	2	0
ישע	נב	3	0
ישע	נב	6	0
ישע	נב	10	0
ישע	נב	12	0
ישע	נב	15	1
ישע	נג	12	1
ישע	נד	8	0
ישע	נד	10	0
ישע	נד	17	1
ישע	נה	5	0
ישע	נה	13	1
ישע	נו	2	0
ישע	נו	3	0
ישע	נו	5	0
ישע	נו	9	0
ישע	נו	12	1
ישע	נז	2	0
ישע	נז	14	0
ישע	נז	21	1
ישע	נח	14	1
ישע	נט	14	0
ישע	נט	21	1
ישע	ס	22	1
ישע	סא	9	0
ישע	סא	11	1
ישע	סב	9	0
ישע	סב	12	1
ישע	סג	6	0
ישע	סג	19	1
ישע	סד	2	0
ישע	סד	11	1
ישע	סה	7	0
ישע	סה	12	0
ישע	סה	25	1
ישע	סו	4	0
ישע	סו	9	0
ישע	סו	11	0
ישע	סו	14	0
ישע	סו	24	1
מכה	א	16	1
מכה	ב	2	0
מכה	ב	13	1
מכה	ג	4	0
מכה	ג	8	0
מכה	ג	12	1
מכה	ד	5	0
מכה	ד	7	0
מכה	ד	14	1
מכה	ה	5	0
מכה	ה	6	0
מכה	ה	14	1
מכה	ו	8	0
מכה	ו	16	1
מכה	ז	8	0
מכה	ז	13	0
מכה	ז	20	1
מלא	א	27	0
מלא	א	31	0
מלא	א	53	1
מלא	ב	10	0
מלא	ב	12	0
מלא	ב	22	0
מלא	ב	25	0
מלא	ב	27	0
מלא	ב	38	0
מלא	ב	40	0
מלא	ב	46	1
מלא	ג	2	0
מלא	ג	14	0
מלא	ג	15	0
מלא	ג	23	0
מלא	ג	28	1
מלא	ד	20	1
מלא	ה	1	0
מלא	ה	5	0
מלא	ה	8	0
מלא	ה	14	0
מלא	ה	15	0
מלא	ה	25	0
מלא	ה	28	0
מלא	ה	30	0
מלא	ה	32	1
מלא	ו	10	0
מלא	ו	13	0
מלא	ו	38	1
מלא	ז	12	0
מלא	ז	26	0
מלא	ז	37	0
מלא	ז	39	0
מלא	ז	50	0
מלא	ז	51	1
מלא	ח	11	0
מלא	ח	21	0
מלא	ח	34	0
מלא	ח	36	0
מלא	ח	53	0
מלא	ח	66	1
מלא	ט	1	0
מלא	ט	13	0
מלא	ט	22	0
מלא	ט	28	1
מלא	טו	8	0
מלא	טו	14	0
מלא	טו	24	0
מלא	טו	32	0
מלא	טו	34	1
מלא	טז	7	0
מלא	טז	14	0
מלא	טז	20	0
מלא	טז	22	0
מלא	טז	28	0
מלא	טז	34	1
מלא	י	13	0
מלא	י	17	0
מלא	י	25	0
מלא	י	29	1
מלא	יא	6	0
מלא	יא	10	0
מלא	יא	13	0
מלא	יא	25	0
מלא	יא	28	0
מלא	יא	39	0
מלא	יא	40	0
מלא	יא	43	1
מלא	יב	17	0
מלא	יב	19	0
מלא	יב	21	0
מלא	יב	24	0
מלא	יב	33	1
מלא	יג	10	0
מלא	יג	32	0
מלא	יג	34	1
מלא	יד	4	0
מלא	יד	20	0
מלא	יד	24	0
מלא	יד	31	1
מלא	יז	1	0
מלא	יז	7	0
מלא	יז	16	0
מלא	יז	24	1
מלא	יח	14	0
מלא	יח	46	1
מלא	יט	14	0
מלא	יט	21	1
מלא	כ	22	0
מלא	כ	25	0
מלא	כ	34	0
מלא	כ	43	1
מלא	כא	16	0
מלא	כא	26	0
מלא	כא	27	0
מלא	כא	29	1
מלא	כב	1	0
מלא	כב	18	0
מלא	כב	40	0
מלא	כב	51	0
מלא	כב	54	1
מלב	א	2	0
מלב	א	14	0
מלב	א	17	0
מלב	א	18	1
מלב	ב	18	0
מלב	ב	22	0
מלב	ב	25	1
מלב	ג	3	0
מלב	ג	10	0
מלב	ג	27	1
מלב	ד	7	0
מלב	ד	37	0
מלב	ד	41	0
מלב	ד	44	1
מלב	ה	19	0
מלב	ה	27	1
מלב	ו	7	0
מלב	ו	23	0
מלב	ו	33	1
מלב	ז	2	0
מלב	ז	20	1
מלב	ח	4	0
מלב	ח	6	0
מלב	ח	15	0
מלב	ח	24	0
מלב	ט	28	0
מלב	ט	37	1
מלב	טו	7	0
מלב	טו	12	0
מלב	טו	15	0
מלב	טו	16	0
מלב	טו	22	0
מלב	טו	26	0
מלב	טו	31	0
מלב	טו	38	1
מלב	טז	6	0
מלב	טז	20	1
מלב	י	14	0
מלב	י	17	0
מלב	י	29	0
מלב	י	36	1
מלב	יא	3	0
מלב	יא	12	0
מלב	יא	16	0
מלב	יא	20	1
מלב	יב	1	0
מלב	יב	6	0
מלב	יב	17	0
מלב	יב	22	1
מלב	יג	9	0
מלב	יג	13	0
מלב	יג	19	0
מלב	יג	21	0
מלב	יג	25	1
מלב	יד	7	0
מלב	יד	16	0
מלב	יד	22	0
מלב	יד	29	1
מלב	יז	6	0
מלב	יז	23	0
מלב	יז	41	1
מלב	יח	8	0
מלב	יח	12	0
מלב	יח	16	0
מלב	יח	37	1
מלב	יט	14	0
מלב	יט	19	0
מלב	יט	31	0
מלב	יט	37	1
מלב	כ	3	0
מלב	כ	11	0
מלב	כ	21	1
מלב	כא	11	0
מלב	כא	18	0
מלב	כא	26	1
מלב	כב	2	0
מלב	כב	20	1
מלב	כג	30	0
מלב	כג	35	0
מלב	כג	37	1
מלב	כד	7	0
מלב	כד	17	0
מלב	כד	20	1
מלב	כה	7	0
מלב	כה	24	0
מלב	כה	26	0
מלב	כה	30	1
מלכ	א	13	0
מלכ	א	14	1
מלכ	ב	9	0
מלכ	ב	12	0
מלכ	ב	16	0
מלכ	ב	17	1
מלכ	ג	12	0
מלכ	ג	18	0
מלכ	ג	21	0
מלכ	ג	24	1
משל	א	7	0
משל	א	33	1
משל	ב	22	1
משל	ג	18	0
משל	ג	35	1
משל	ד	19	0
משל	ד	27	1
משל	ה	6	0
משל	ה	23	1
משל	ו	5	0
משל	ו	11	0
משל	ו	15	0
משל	ו	19	0
משל	ו	26	0
משל	ו	35	1
משל	ז	27	1
משל	ח	31	0
משל	ח	36	1
משל	ט	18	1
משל	טו	33	1
משל	טז	33	1
משל	י	32	1
משל	יא	31	1
משל	יב	28	1
משל	יג	25	1
משל	יד	35	1
משל	יז	28	1
משל	יח	24	1
משל	יט	9	0
משל	יט	29	1
משל	כ	30	1
משל	כא	30	0
משל	כא	31	1
משל	כב	29	1
משל	כג	5	0
משל	כג	35	1
משל	כד	14	0
משל	כד	18	0
משל	כד	22	0
משל	כד	27	0
משל	כד	29	0
משל	כד	34	1
משל	כה	13	0
משל	כה	20	0
משל	כה	28	1
משל	כו	21	0
משל	כו	28	1
משל	כז	27	1
משל	כח	10	0
משל	כח	16	0
משל	כח	28	1
משל	כט	17	0
משל	כט	27	1
משל	ל	6	0
משל	ל	9	0
משל	ל	17	0
משל	ל	20	0
משל	ל	23	0
משל	ל	28	0
משל	ל	33	1
משל	לא	7	0
משל	לא	9	0
משל	לא	31	1
נחו	א	11	0
נחו	א	14	1
נחו	ב	14	1
נחו	ג	19	1
נחמ	ב	3	0
נחמ	ב	9	0
נחמ	ב	18	0
נחמ	ב	20	1
נחמ	ג	32	0
נחמ	ג	35	0
נחמ	ג	38	1
נחמ	ד	8	0
נחמ	ד	17	1
נחמ	ה	8	0
נחמ	ה	19	1
נחמ	ו	4	0
נחמ	ו	7	0
נחמ	ו	13	0
נחמ	ו	15	0
נחמ	ו	19	1
נחמ	ז	5	0
נחמ	ז	38	0
נחמ	ז	42	0
נחמ	ז	60	0
נחמ	ז	62	0
נחמ	ז	67	0
נחמ	ז	71	0
נחמ	ז	72	1
נחמ	ח	8	0
נחמ	ח	12	0
נחמ	ח	15	0
נחמ	ח	18	1
נחמ	ט	3	0
נחמ	ט	37	1
נחמ	י	9	0
נחמ	י	14	0
נחמ	י	34	0
נחמ	י	40	1
נחמ	יא	2	0
נחמ	יא	6	0
נחמ	יא	9	0
נחמ	יא	14	0
נחמ	יא	18	0
נחמ	יא	21	0
נחמ	יא	36	1
נחמ	יב	7	0
נחמ	יב	22	0
נחמ	יב	26	0
נחמ	יב	34	0
נחמ	יב	47	1
נחמ	יג	9	0
נחמ	יג	13	0
נחמ	יג	18	0
נחמ	יג	21	0
נחמ	יג	22	0
נחמ	יג	31	1
סתר	א	8	0
סתר	א	12	0
סתר	א	15	0
סתר	א	22	1
סתר	ב	4	0
סתר	ב	20	0
סתר	ב	23	1
סתר	ג	7	0
סתר	ג	15	1
סתר	ד	17	1
שמא	יח	9	0
שמא	יח	13	0
שמא	יח	16	0
שמא	יח	17	0
שמא	יח	27	0
שמא	יח	29	0
שמא	יח	30	1
שמא	יט	3	0
שמא	יט	7	0
שמא	יט	10	0
שמא	יט	13	0
שמא	יט	14	0
שמא	יט	16	0
שמא	יט	24	1
שמא	כ	4	0
שמא	כ	8	0
שמא	כ	9	0
שמא	כ	10	0
שמא	כ	11	0
שמא	כ	17	0
שמא	כ	23	0
שמא	כ	26	0
שמא	כ	29	0
שמא	כ	31	0
שמא	כ	33	0
שמא	כ	34	0
שמא	כ	39	0
שמא	כ	42	1
שמא	כא	5	0
שמא	כא	9	0
שמא	כא	14	0
שמא	כא	16	1
שמא	כב	4	0
שמא	כב	5	0
שמא	כב	8	0
שמא	כב	11	0
שמא	כב	13	0
שמא	כב	23	1
שמא	כג	3	0
שמא	כג	5	0
שמא	כג	9	0
שמא	כג	11	0
שמא	כג	12	0
שמא	כג	15	0
שמא	כג	18	0
שמא	כג	29	1
שמא	כד	1	0
שמא	כד	7	0
שמא	כד	8	0
שמא	כד	15	0
שמא	כד	22	1
שמא	כה	1	0
שמא	כה	31	0
שמא	כה	43	0
שמא	כה	44	1
שמא	כו	7	0
שמא	כו	9	0
שמא	כו	14	0
שמא	כו	24	0
שמא	כו	25	1
שמא	כז	4	0
שמא	כז	6	0
שמא	כז	12	1
שמא	כח	2	0
שמא	כח	14	0
שמא	כח	25	1
שמא	כט	5	0
שמא	כט	7	0
שמא	כט	11	1
שמא	ל	6	0
שמא	ל	12	0
שמא	ל	21	0
שמא	ל	22	0
שמא	ל	24	0
שמא	ל	25	0
שמא	ל	31	1
שמא	לא	7	0
שמא	לא	13	1
שמב	א	12	0
שמב	א	16	0
שמב	א	27	1
שמב	ב	4	0
שמב	ב	7	0
שמב	ב	9	0
שמב	ב	11	0
שמב	ב	32	1
שמב	ג	1	0
שמב	ג	5	0
שמב	ג	11	0
שמב	ג	13	0
שמב	ג	30	0
שמב	ג	32	0
שמב	ג	37	0
שמב	ג	39	1
שמב	ד	3	0
שמב	ד	12	1
שמב	ה	3	0
שמב	ה	10	0
שמב	ה	12	0
שמב	ה	16	0
שמב	ה	21	0
שמב	ה	25	1
שמב	ו	23	1
שמב	ז	17	0
שמב	ז	24	0
שמב	ז	29	1
שמב	ח	8	0
שמב	ח	18	1
שמב	ט	13	1
שמב	טו	6	0
שמב	טו	9	0
שמב	טו	18	0
שמב	טו	24	0
שמב	טו	26	0
שמב	טו	37	1
שמב	טז	9	0
שמב	טז	10	0
שמב	טז	13	0
שמב	טז	19	0
שמב	טז	23	1
שמב	י	16	0
שמב	י	19	1
שמב	יא	1	0
שמב	יא	15	0
שמב	יא	24	0
שמב	יא	27	1
שמב	יב	6	0
שמב	יב	10	0
שמב	יב	12	0
שמב	יב	25	0
שמב	יב	31	1
שמב	יג	22	0
שמב	יג	27	0
שמב	יג	30	0
שמב	יג	31	0
שמב	יג	33	0
שמב	יג	39	1
שמב	יד	4	0
שמב	יד	9	0
שמב	יד	12	0
שמב	יד	17	0
שמב	יד	20	0
שמב	יד	23	0
שמב	יד	24	0
שמב	יד	27	0
שמב	יד	30	0
שמב	יד	33	1
שמב	יז	4	0
שמב	יז	6	0
שמב	יז	13	0
שמב	יז	14	0
שמב	יז	20	0
שמב	יז	23	0
שמב	יז	26	0
שמב	יז	29	1
שמב	יח	3	0
שמב	יח	18	0
שמב	יח	28	0
שמב	יח	31	0
שמב	יח	32	1
שמב	יט	5	0
שמב	יט	8	0
שמב	יט	9	0
שמב	יט	11	0
שמב	יט	21	0
שמב	יט	22	0
שמב	יט	24	0
שמב	יט	29	0
שמב	יט	31	0
שמב	יט	38	0
שמב	יט	40	0
שמב	יט	42	0
שמב	יט	43	0
שמב	כ	5	0
שמב	כ	8	0
שמב	כ	19	0
שמב	כ	22	0
שמב	כ	26	1
שמב	כא	14	0
שמב	כא	17	0
שמב	כא	18	0
שמב	כא	19	0
שמב	כא	22	1
שמב	כב	51	1
שמב	כג	7	0
שמב	כג	8	0
שמב	כג	10	0
שמב	כג	12	0
שמב	כג	15	0
שמב	כג	17	0
שמב	כג	19	0
שמב	כג	39	1
שמב	כד	2	0
שמב	כד	16	0
שמב	כד	17	0
שמב	כד	25	1
שמת	א	7	0
שמת	א	22	1
שמת	ב	22	0
שמת	ב	25	1
שמת	ג	22	1
שמת	ד	17	0
שמת	ד	26	0
שמת	ד	31	1
שמת	ה	23	1
שמת	ו	1	0
שמת	ו	9	0
שמת	ו	12	0
שמת	ו	13	0
שמת	ו	28	0
שמת	ו	30	1
שמת	ז	7	0
שמת	ז	13	0
שמת	ז	18	0
שמת	ז	25	0
שמת	ז	29	1
שמת	ח	11	0
שמת	ח	15	0
שמת	ח	28	1
שמת	ט	7	0
שמת	ט	12	0
שמת	ט	21	0
שמת	ט	35	1
שמת	טו	19	0
שמת	טו	21	0
שמת	טו	27	1
שמת	טז	10	0
שמת	טז	27	0
שמת	טז	36	1
שמת	י	11	0
שמת	י	20	0
שמת	י	29	1
שמת	יא	3	0
שמת	יא	8	0
שמת	יא	10	1
שמת	יב	20	0
שמת	יב	28	0
שמת	יב	36	0
שמת	יב	42	0
שמת	יב	50	0
שמת	יב	51	1
שמת	יג	10	0
שמת	יג	16	0
שמת	יג	22	1
שמת	יד	14	0
שמת	יד	25	0
שמת	יד	31	1
שמת	יז	7	0
שמת	יז	13	0
שמת	יז	16	1
שמת	יח	27	1
שמת	יט	25	1
שמת	כ	1	0
שמת	כ	5	0
שמת	כ	6	0
שמת	כ	10	0
שמת	כ	11	0
שמת	כ	12	0
שמת	כ	13	0
שמת	כ	17	0
שמת	כ	22	1
שמת	כא	6	0
שמת	כא	11	0
שמת	כא	13	0
שמת	כא	14	0
שמת	כא	15	0
שמת	כא	16	0
שמת	כא	17	0
שמת	כא	19	0
שמת	כא	21	0
שמת	כא	25	0
שמת	כא	27	0
שמת	כא	32	0
שמת	כא	34	0
שמת	כא	36	0
שמת	כא	37	1
שמת	כב	3	0
שמת	כב	4	0
שמת	כב	5	0
שמת	כב	8	0
שמת	כב	12	0
שמת	כב	14	0
שמת	כב	16	0
שמת	כב	18	0
שמת	כב	23	0
שמת	כב	26	0
שמת	כב	30	1
שמת	כג	3	0
שמת	כג	4	0
שמת	כג	5	0
שמת	כג	19	0
שמת	כג	25	0
שמת	כג	33	1
שמת	כד	11	0
שמת	כד	18	1
שמת	כה	9	0
שמת	כה	22	0
שמת	כה	30	0
שמת	כה	40	1
שמת	כו	14	0
שמת	כו	30	0
שמת	כו	37	1
שמת	כז	8	0
שמת	כז	19	0
שמת	כז	21	1
שמת	כח	5	0
שמת	כח	12	0
שמת	כח	14	0
שמת	כח	30	0
שמת	כח	35	0
שמת	כח	43	1
שמת	כט	37	0
שמת	כט	46	1
שמת	ל	10	0
שמת	ל	16	0
שמת	ל	21	0
שמת	ל	33	0
שמת	ל	38	1
שמת	לא	11	0
שמת	לא	17	0
שמת	לא	18	1
שמת	לב	6	0
שמת	לב	14	0
שמת	לב	35	1
שמת	לג	11	0
שמת	לג	16	0
שמת	לג	23	1
שמת	לד	26	0
שמת	לד	35	1
שמת	לה	3	0
שמת	לה	29	0
שמת	לה	35	1
שמת	לו	7	0
שמת	לו	13	0
שמת	לו	19	0
שמת	לו	38	1
שמת	לז	9	0
שמת	לז	16	0
שמת	לז	24	0
שמת	לז	29	1
שמת	לח	7	0
שמת	לח	8	0
שמת	לח	20	0
שמת	לח	23	0
שמת	לח	31	1
שמת	לט	1	0
שמת	לט	5	0
שמת	לט	7	0
שמת	לט	21	0
שמת	לט	26	0
שמת	לט	29	0
שמת	לט	31	0
שמת	לט	32	0
שמת	לט	43	1
שמת	מ	16	0
שמת	מ	19	0
שמת	מ	21	0
שמת	מ	23	0
שמת	מ	25	0
שמת	מ	27	0
שמת	מ	29	0
שמת	מ	32	0
שמת	מ	33	0
שמת	מ	38	1
תהל	א	6	1
תהל	ב	12	1
תהל	ג	9	1
תהל	ד	9	1
תהל	ה	13	1
תהל	ו	11	1
תהל	ז	18	1
תהל	ח	10	1
תהל	ט	21	1
תהל	טו	5	1
תהל	טז	11	1
תהל	י	18	1
תהל	יא	7	1
תהל	יב	9	1
תהל	יג	6	1
תהל	יד	7	1
תהל	יז	15	1
תהל	יח	51	1
תהל	יט	15	1
תהל	כ	10	1
תהל	כא	14	1
תהל	כב	32	1
תהל	כג	6	1
תהל	כד	10	1
תהל	כה	22	1
תהל	כו	12	1
תהל	כז	14	1
תהל	כח	9	1
תהל	כט	11	1
תהל	ל	13	1
תהל	לא	25	1
תהל	לב	11	1
תהל	לג	22	1
תהל	לד	23	1
תהל	לה	28	1
תהל	לו	13	1
תהל	לז	40	1
תהל	לח	23	1
תהל	לט	14	1
תהל	מ	18	1
תהל	מא	14	1
תהל	מב	12	1
תהל	מג	5	1
תהל	מד	27	1
תהל	מה	18	1
תהל	מו	12	1
תהל	מז	10	1
תהל	מח	15	1
תהל	מט	21	1
תהל	נ	23	1
תהל	נא	21	1
תהל	נב	11	1
תהל	נג	7	1
תהל	נד	9	1
תהל	נה	24	1
תהל	נו	14	1
תהל	נז	12	1
תהל	נח	12	1
תהל	נט	18	1
תהל	ס	14	1
תהל	סא	9	1
תהל	סב	13	1
תהל	סג	12	1
תהל	סד	11	1
תהל	סה	14	1
תהל	סו	20	1
תהל	סז	8	1
תהל	סח	36	1
תהל	סט	37	1
תהל	ע	6	1
תהל	עא	24	1
תהל	עב	20	1
תהל	עג	28	1
תהל	עד	23	1
תהל	עה	11	1
תהל	עו	13	1
תהל	עז	21	1
תהל	עח	72	1
תהל	עט	13	1
תהל	פ	20	1
תהל	פא	17	1
תהל	פב	8	1
תהל	פג	19	1
תהל	פד	13	1
תהל	פה	14	1
תהל	פו	17	1
תהל	פז	7	1
תהל	פח	19	1
תהל	פט	53	1
תהל	צ	17	1
תהל	צא	16	1
תהל	צב	16	1
תהל	צג	5	1
תהל	צד	23	1
תהל	צה	11	1
תהל	צו	13	1
תהל	צז	12	1
תהל	צח	9	1
תהל	צט	9	1
תהל	ק	5	1
תהל	קא	8	1
תהל	קב	29	1
תהל	קג	22	1
תהל	קד	35	1
תהל	קה	45	1
תהל	קו	48	1
תהל	קז	43	1
תהל	קח	14	1
תהל	קט	31	1
תהל	קטו	18	1
תהל	קטז	19	1
תהל	קי	7	1
תהל	קיא	10	1
תהל	קיב	10	1
תהל	קיג	9	1
תהל	קיד	8	1
תהל	קיז	2	1
תהל	קיח	29	1
תהל	קיט	8	0
תהל	קיט	16	0
תהל	קיט	24	0
תהל	קיט	32	0
תהל	קיט	40	0
תהל	קיט	48	0
תהל	קיט	56	0
תהל	קיט	64	0
תהל	קיט	72	0
תהל	קיט	80	0
תהל	קיט	88	0
תהל	קיט	96	0
תהל	קיט	104	0
תהל	קיט	112	0
תהל	קיט	120	0
תהל	קיט	128	0
תהל	קיט	136	0
תהל	קיט	144	0
תהל	קיט	152	0
תהל	קיט	160	0
תהל	קיט	168	0
תהל	קיט	176	1
תהל	קכ	7	1
תהל	קכא	8	1
תהל	קכב	9	1
תהל	קכג	4	1
תהל	קכד	8	1
תהל	קכה	5	1
תהל	קכו	6	1
תהל	קכז	5	1
תהל	קכח	6	1
תהל	קכט	8	1
תהל	קל	8	1
תהל	קלא	3	1
תהל	קלב	18	1
תהל	קלג	3	1
תהל	קלד	3	1
תהל	קלה	21	1
תהל	קלו	26	1
תהל	קלז	9	1
תהל	קלח	8	1
תהל	קלט	24	1
תהל	קמ	14	1
תהל	קמא	10	1
תהל	קמב	8	1
תהל	קמג	12	1
תהל	קמד	15	1
תהל	קמה	21	1
תהל	קמו	10	1
תהל	קמז	20	1
תהל	קמח	14	1
תהל	קמט	9	1
תהל	קנ	6	1
נחמ	א	11	1
